2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell service call window 1 i32 8888 
2013-3-1 18:01:05: Result: Parcel(00000000 00000000   '........')
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:4408  tcp:8888 
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:2408  tcp:1324 
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell am broadcast -a AgentServiceStart --ei port 1324 --ei width 960 --ei height 540 --ei delay 0 --ei bpp 2 
2013-3-1 18:01:06: Broadcasting: Intent { act=AgentServiceStart (has extras) }
2013-3-1 18:01:06: Broadcast completed: result=0
2013-3-1 18:01:06: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>pause
2013-3-1 18:01:06: Press any key to continue . . . 
2013-3-1 18:01:13: compile successfully, ready to run:
2013-3-1 18:01:13: ||| MESSAGE ||| BaseMo phone connecting.......
2013-3-1 18:02:22: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:02:23: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:02:24: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:02:24: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:02:26: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:02:27: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:02:29: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:02:38: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:02:38: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:02:43: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:02:45: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:02:49: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:02:50: ||| MESSAGE ||| ==== Count ==>3
2013-3-1 18:02:50: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:02:51: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:02:53: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:02:54: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:02:55: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:02:55: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:02:57: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:02:58: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:03:00: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:03:09: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:03:09: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:03:14: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:03:16: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:03:20: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:03:20: ||| MESSAGE ||| ==== Count ==>4
2013-3-1 18:03:20: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:03:21: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:03:24: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:03:25: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:03:26: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:03:26: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:03:28: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:03:29: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:03:31: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:03:40: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:03:40: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:03:45: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:03:48: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:03:52: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:03:52: ||| MESSAGE ||| ==== Count ==>5
2013-3-1 18:03:52: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:03:53: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:03:55: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:03:56: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:03:57: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:03:58: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:04:00: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:04:00: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:04:02: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:04:12: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:04:12: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:04:17: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:04:19: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:04:23: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:04:23: ||| MESSAGE ||| ==== Count ==>6
2013-3-1 18:04:23: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:04:24: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:04:26: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:04:27: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:04:28: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:04:29: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:04:31: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:04:32: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:04:34: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:04:43: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:04:43: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:04:48: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:04:50: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:04:54: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:04:54: ||| MESSAGE ||| ==== Count ==>7
2013-3-1 18:04:54: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:04:55: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:04:57: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:04:59: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:05:00: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:05:00: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:05:02: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:05:03: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:05:05: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:05:14: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:05:14: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:05:19: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:05:21: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:05:25: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:05:26: ||| MESSAGE ||| ==== Count ==>8
2013-3-1 18:05:26: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:05:27: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:05:29: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:05:30: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:05:31: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:05:32: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:05:34: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:05:34: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:05:36: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:05:45: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:05:45: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:05:50: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:05:52: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:05:56: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:05:57: ||| MESSAGE ||| ==== Count ==>9
2013-3-1 18:05:57: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:05:58: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:06:00: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:06:01: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:06:02: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:06:03: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:06:05: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:06:05: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:06:07: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:06:16: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:06:16: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:06:21: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:06:24: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:06:28: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:06:28: ||| MESSAGE ||| ==== Count ==>10
2013-3-1 18:06:28: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:06:29: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:06:31: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:06:32: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:06:33: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:06:34: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:06:36: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:06:36: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:06:38: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:06:47: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:06:47: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:06:52: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:06:55: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:06:59: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:06:59: ||| MESSAGE ||| ==== Count ==>11
2013-3-1 18:06:59: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:07:00: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:07:02: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:07:03: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:07:04: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:07:05: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:07:07: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:07:08: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:07:10: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:07:19: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:07:19: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:07:24: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:07:26: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:07:30: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:07:30: ||| MESSAGE ||| ==== Count ==>12
2013-3-1 18:07:30: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:07:31: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:07:33: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:07:34: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:07:35: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:07:36: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:07:38: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:07:38: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:07:40: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:07:50: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:07:50: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:07:55: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:07:57: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:08:01: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:08:01: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost><RightMost>);
2013-3-1 18:08:03: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:08:04: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:08:04: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:08:05: ||| MESSAGE ||| navigate_to(Setting,Android);
2013-3-1 18:08:08: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:08:09: ||| MESSAGE ||| Tap_AndroidStr(networks);
2013-3-1 18:08:11: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:08:12: ||| MESSAGE ||| Tap_AndroidStr(Mode);
2013-3-1 18:08:14: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:08:15: ||| MESSAGE ||| Tap(460,619);
2013-3-1 18:08:15: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:08:20: ||| MESSAGE ||| CampToNetwork: 3G
2013-3-1 18:08:20: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost><RightMost>);
2013-3-1 18:08:22: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:08:22: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:08:24: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:08:24: ||| MESSAGE ||| navigate_to(Contacts,Android);
2013-3-1 18:08:26: ||| MESSAGE ||| wait_for_androidtext(Contacts,5);
2013-3-1 18:08:28: ||| MESSAGE ||| Tap_AndroidStr(Contacts);
2013-3-1 18:08:31: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:08:33: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:08:34: ||| MESSAGE ||| ==== Count ==>13
2013-3-1 18:08:34: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:08:35: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:08:37: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:08:38: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:08:39: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:08:39: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:08:41: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:08:42: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:08:44: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:08:53: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:08:53: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:08:58: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:09:00: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:09:04: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:09:05: ||| MESSAGE ||| ==== Count ==>14
2013-3-1 18:09:05: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:09:06: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:09:08: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:09:09: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:09:10: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:09:10: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:09:12: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:09:13: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:09:15: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:09:24: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:09:24: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:09:29: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:09:31: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:09:35: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:09:36: ||| MESSAGE ||| ==== Count ==>15
2013-3-1 18:09:36: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:09:37: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:09:39: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:09:40: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:09:41: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:09:41: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:09:43: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:09:44: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:09:46: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:09:55: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:09:55: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:10:00: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:10:02: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:10:06: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:10:07: ||| MESSAGE ||| ==== Count ==>16
2013-3-1 18:10:07: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:10:08: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:10:10: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:10:11: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:10:12: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:10:12: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:10:14: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:10:15: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:10:17: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:10:26: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:10:26: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:10:31: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:10:33: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:10:37: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:10:38: ||| MESSAGE ||| ==== Count ==>17
2013-3-1 18:10:38: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:10:39: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:10:41: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:10:42: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:10:43: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:10:43: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:10:45: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:10:47: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:10:49: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:10:54: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:10:54: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:10:59: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:11:02: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:11:06: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:11:06: ||| MESSAGE ||| ==== Count ==>18
2013-3-1 18:11:06: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:11:07: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:11:09: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:11:10: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:11:11: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:11:12: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:11:14: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:11:15: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:11:17: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:11:26: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:11:26: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:11:31: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:11:33: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:11:37: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:11:38: ||| MESSAGE ||| ==== Count ==>19
2013-3-1 18:11:38: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:11:39: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:11:41: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:11:42: ||| MESSAGE ||| Sleep(1000);
